image_path,species_label,timestamp,latitude,longitude,detection_confidence,bbox
data\raw\images\eccv_18_all_images_sm\59f46431-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-10 12:52:52,31.490196,-109.598039,0.8501,"[638.451416015625, 503.33258056640625, 749.6385498046875, 597.2504272460938]"
data\raw\images\eccv_18_all_images_sm\59c4c0ad-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-23 22:58:39,31.490196,-109.598039,0.853,"[282.8872985839844, 514.0399169921875, 415.2500915527344, 606.0140991210938]"
data\raw\images\eccv_18_all_images_sm\59ccd32b-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-28 09:05:29,31.490196,-109.598039,0.8068,"[526.8665161132812, 429.72174072265625, 677.8219604492188, 544.9823608398438]"
data\raw\images\eccv_18_all_images_sm\59f799f0-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-06-27 03:06:45,31.490196,-109.598039,0.8361,"[694.0404052734375, 493.5140686035156, 803.6370849609375, 581.4564208984375]"
data\raw\images\eccv_18_all_images_sm\59c99fbb-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-23 05:54:04,31.490196,-109.598039,0.8303,"[349.4401550292969, 376.1717224121094, 444.1634826660156, 467.99798583984375]"
data\raw\images\eccv_18_all_images_sm\5995ade2-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-26 02:47:20,31.490196,-109.598039,0.8442,"[781.8479614257812, 408.76312255859375, 910.8829956054688, 515.4730834960938]"
data\raw\images\eccv_18_all_images_sm\5a1b13dc-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-06-28 01:34:04,31.490196,-109.598039,0.842,"[45.029541015625, 395.8658752441406, 154.57559204101562, 466.48193359375]"
data\raw\images\eccv_18_all_images_sm\597e61b5-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-18 01:46:14,31.490196,-109.598039,0.8318,"[8.82391357421875, 546.6970825195312, 202.69802856445312, 645.7359008789062]"
data\raw\images\eccv_18_all_images_sm\59782ef9-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-07-24 01:41:34,31.490196,-109.598039,0.8457,"[861.82373046875, 507.78765869140625, 1005.4119873046875, 609.9307861328125]"
data\raw\images\eccv_18_all_images_sm\59ac6a15-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-06-24 04:02:10,31.490196,-109.598039,0.5716,"[616.0866088867188, 406.44580078125, 653.5064697265625, 477.78472900390625]"
data\raw\images\eccv_18_all_images_sm\59d8eccd-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-26 07:06:07,31.490196,-109.598039,0.8376,"[978.7023315429688, 417.5205993652344, 1022.5949096679688, 507.5171813964844]"
data\raw\images\eccv_18_all_images_sm\59adfe5d-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-17 02:55:25,31.490196,-109.598039,0.4732,"[979.4743041992188, 412.42926025390625, 1021.9948120117188, 498.89306640625]"
data\raw\images\eccv_18_all_images_sm\5a0c9de3-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-06-17 12:34:54,31.490196,-109.598039,0.5267,"[615.7357177734375, 384.87933349609375, 654.7321166992188, 474.9638671875]"
data\raw\images\eccv_18_all_images_sm\596eef26-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-06-19 03:03:10,31.490196,-109.598039,0.8524,"[320.1475830078125, 410.59112548828125, 454.57940673828125, 478.11273193359375]"
data\raw\images\eccv_18_all_images_sm\59aadaa9-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-13 22:50:49,31.490196,-109.598039,0.6937,"[611.7495727539062, 413.66400146484375, 651.921875, 475.30462646484375]"
data\raw\images\eccv_18_all_images_sm\59cf452f-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-26 08:12:25,31.490196,-109.598039,0.7102,"[608.2428588867188, 418.1826171875, 647.5296630859375, 474.3301696777344]"
data\raw\images\eccv_18_all_images_sm\5987b23a-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-23 05:54:08,31.490196,-109.598039,0.7093,"[637.5552978515625, 353.6123046875, 779.3272094726562, 432.57659912109375]"
data\raw\images\eccv_18_all_images_sm\5a1e50b6-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-16 14:48:09,31.490196,-109.598039,0.7703,"[35.017555236816406, 508.5821228027344, 268.259521484375, 638.7275390625]"
data\raw\images\eccv_18_all_images_sm\5989431b-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-25 05:03:00,31.490196,-109.598039,0.8337,"[788.4132080078125, 402.9706115722656, 962.3507080078125, 504.355712890625]"
data\raw\images\eccv_18_all_images_sm\59e43fab-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-22 05:01:49,31.490196,-109.598039,0.8545,"[873.88232421875, 404.27490234375, 1020.3004150390625, 508.54437255859375]"
data\raw\images\eccv_18_all_images_sm\5a27d9fc-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-25 14:42:00,31.490196,-109.598039,0.8957,"[761.3599853515625, 518.4591674804688, 920.7513427734375, 657.6705932617188]"
data\raw\images\eccv_18_all_images_sm\59f2c3cc-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-12 06:43:29,31.490196,-109.598039,0.4833,"[608.1100463867188, 422.6639709472656, 667.1375122070312, 472.2157287597656]"
data\raw\images\eccv_18_all_images_sm\5a1e4fa9-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-22 19:59:06,31.490196,-109.598039,0.8447,"[913.9337158203125, 385.6424255371094, 1021.6456298828125, 494.1687927246094]"
data\raw\images\eccv_18_all_images_sm\59ffbcd1-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-07-26 12:19:52,31.490196,-109.598039,0.8667,"[245.7979278564453, 578.967529296875, 480.8605041503906, 726.9953002929688]"
data\raw\images\eccv_18_all_images_sm\5a0b021b-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-07-08 10:30:39,31.490196,-109.598039,0.9009,"[174.207763671875, 394.0980529785156, 418.66998291015625, 528.0931396484375]"
data\raw\images\eccv_18_all_images_sm\59e5e0d6-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-22 03:08:54,31.490196,-109.598039,0.8388,"[870.6414184570312, 410.330078125, 1017.7265625, 523.29736328125]"
data\raw\images\eccv_18_all_images_sm\5a0fd278-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-06 08:14:50,31.490196,-109.598039,0.8905,"[878.1265869140625, 399.3857421875, 1006.8567504882812, 525.654541015625]"
data\raw\images\eccv_18_all_images_sm\59c318a5-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-07-03 22:56:39,31.490196,-109.598039,0.8993,"[51.01338577270508, 399.7154235839844, 205.60458374023438, 517.7219848632812]"
data\raw\images\eccv_18_all_images_sm\5a230f6a-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-06-26 12:51:46,31.490196,-109.598039,0.8531,"[44.49085235595703, 485.466552734375, 141.731689453125, 590.5941162109375]"
data\raw\images\eccv_18_all_images_sm\59b4859e-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-14 05:38:06,31.490196,-109.598039,0.6217,"[782.3265380859375, 403.1289978027344, 906.6944580078125, 494.7007751464844]"
data\raw\images\eccv_18_all_images_sm\59d7542d-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-23 07:03:23,31.490196,-109.598039,0.5633,"[607.88427734375, 419.65313720703125, 645.4715576171875, 469.26708984375]"
data\raw\images\eccv_18_all_images_sm\59d5b6fc-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-14 22:57:04,31.490196,-109.598039,0.8579,"[155.81552124023438, 515.5970458984375, 301.4495849609375, 602.2720336914062]"
data\raw\images\eccv_18_all_images_sm\5971f9ec-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-07-13 01:29:15,31.490196,-109.598039,0.8843,"[744.254150390625, 534.0167846679688, 942.1082153320312, 669.4891357421875]"
data\raw\images\eccv_18_all_images_sm\5995ac61-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-12 06:43:30,31.490196,-109.598039,0.3261,"[607.7984619140625, 422.456298828125, 667.4036865234375, 472.98309326171875]"
data\raw\images\eccv_18_all_images_sm\59da8c3a-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-19 20:36:39,31.490196,-109.598039,0.5692,"[613.9091186523438, 405.25323486328125, 677.5081787109375, 474.8526306152344]"
data\raw\images\eccv_18_all_images_sm\598f76a1-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-06-26 22:50:30,31.490196,-109.598039,0.8237,"[313.3220520019531, 492.2923278808594, 442.84088134765625, 582.4537353515625]"
data\raw\images\eccv_18_all_images_sm\59a499be-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-14 23:46:51,31.490196,-109.598039,0.8004,"[279.053955078125, 539.7003173828125, 434.22174072265625, 639.4539184570312]"
data\raw\images\eccv_18_all_images_sm\599d7c94-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-19 21:21:44,31.490196,-109.598039,0.8638,"[46.845008850097656, 356.04534912109375, 174.11366271972656, 444.931396484375]"
data\raw\images\eccv_18_all_images_sm\59b937a1-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-26 04:43:03,31.490196,-109.598039,0.8341,"[251.58779907226562, 352.2283630371094, 303.46087646484375, 423.3780822753906]"
data\raw\images\eccv_18_all_images_sm\59ef8d77-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-26 02:47:22,31.490196,-109.598039,0.8175,"[896.60302734375, 389.1634216308594, 1020.9268798828125, 490.978515625]"
data\raw\images\eccv_18_all_images_sm\598c5a6e-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-07-17 01:53:12,31.490196,-109.598039,0.8576,"[34.74869918823242, 536.0149536132812, 217.382568359375, 668.1268310546875]"
data\raw\images\eccv_18_all_images_sm\59edf2e2-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-19 20:36:38,31.490196,-109.598039,0.88,"[431.3951721191406, 630.6774291992188, 535.3703002929688, 746.8156127929688]"
data\raw\images\eccv_18_all_images_sm\5a1b135e-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-04 16:37:36,31.490196,-109.598039,0.8918,"[700.24658203125, 459.7845764160156, 881.8983154296875, 574.9449462890625]"
data\raw\images\eccv_18_all_images_sm\5a096b1d-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-10 12:52:48,31.490196,-109.598039,0.7645,"[376.74615478515625, 530.1427001953125, 525.8595581054688, 623.1883544921875]"
data\raw\images\eccv_18_all_images_sm\598496d6-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-06-24 04:02:11,31.490196,-109.598039,0.524,"[614.8403930664062, 393.4847106933594, 653.6495971679688, 476.1861267089844]"
data\raw\images\eccv_18_all_images_sm\59d8eacf-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-14 10:13:45,31.490196,-109.598039,0.6332,"[613.1048583984375, 422.4037170410156, 648.9846801757812, 474.8836364746094]"
data\raw\images\eccv_18_all_images_sm\597e619b-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-14 12:36:52,31.490196,-109.598039,0.8356,"[127.27580261230469, 525.6130981445312, 258.6862487792969, 621.4742431640625]"
data\raw\images\eccv_18_all_images_sm\59e5df68-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-10 05:19:23,31.490196,-109.598039,0.8801,"[867.6676635742188, 402.8716735839844, 1022.5851440429688, 523.3885498046875]"
data\raw\images\eccv_18_all_images_sm\596bda0c-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-10 21:38:17,31.490196,-109.598039,0.7408,"[436.71453857421875, 359.44659423828125, 564.1549072265625, 437.30987548828125]"
data\raw\images\eccv_18_all_images_sm\5a116d3c-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-06-25 23:55:36,31.490196,-109.598039,0.7812,"[92.6729736328125, 550.4281005859375, 258.7159423828125, 651.979736328125]"
data\raw\images\eccv_18_all_images_sm\59973f1c-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-07-13 01:29:14,31.490196,-109.598039,0.8882,"[728.921630859375, 535.7228393554688, 929.5910034179688, 674.342041015625]"
data\raw\images\eccv_18_all_images_sm\59673754-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-23 07:03:24,31.490196,-109.598039,0.5711,"[608.0782470703125, 420.5030212402344, 645.1354370117188, 469.5716857910156]"
data\raw\images\eccv_18_all_images_sm\597386b2-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-07-03 22:56:40,31.490196,-109.598039,0.8892,"[179.4653778076172, 383.81707763671875, 332.9091491699219, 493.9298400878906]"
data\raw\images\eccv_18_all_images_sm\5a062f64-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-13 04:45:30,31.490196,-109.598039,0.8697,"[780.0467529296875, 411.19793701171875, 959.048828125, 516.4679565429688]"
data\raw\images\eccv_18_all_images_sm\5a2178c9-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-25 05:02:57,31.490196,-109.598039,0.8919,"[284.755126953125, 409.34344482421875, 459.93011474609375, 519.550048828125]"
data\raw\images\eccv_18_all_images_sm\59a17d3e-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-06-25 23:55:35,31.490196,-109.598039,0.8843,"[187.45819091796875, 543.1234130859375, 365.8210754394531, 639.8868408203125]"
data\raw\images\eccv_18_all_images_sm\59e91b89-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-06-26 22:50:29,31.490196,-109.598039,0.8217,"[177.84593200683594, 510.73583984375, 341.18560791015625, 601.6002807617188]"
data\raw\images\eccv_18_all_images_sm\597b494a-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-14 22:57:10,31.490196,-109.598039,0.8377,"[572.8793334960938, 522.8713989257812, 733.8946533203125, 622.36669921875]"
data\raw\images\eccv_18_all_images_sm\59862452-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-25 05:02:56,31.490196,-109.598039,0.8475,"[220.3213653564453, 409.8916931152344, 350.989013671875, 542.2830200195312]"
data\raw\images\eccv_18_all_images_sm\599a59fa-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-23 22:58:38,31.490196,-109.598039,0.8392,"[125.62129211425781, 542.1301879882812, 280.7779235839844, 642.8319091796875]"
data\raw\images\eccv_18_all_images_sm\59df5c79-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-19 07:56:11,31.490196,-109.598039,0.8782,"[821.9500732421875, 411.31646728515625, 961.8616333007812, 520.7928466796875]"
data\raw\images\eccv_18_all_images_sm\5a1640e5-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-28 09:05:28,31.490196,-109.598039,0.7286,"[776.7118530273438, 403.9669494628906, 901.2145385742188, 497.9717712402344]"
data\raw\images\eccv_18_all_images_sm\59e77d26-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-06 08:14:49,31.490196,-109.598039,0.8987,"[798.3389282226562, 410.81591796875, 930.6466064453125, 545.43603515625]"
data\raw\images\eccv_18_all_images_sm\59c17912-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-28 11:24:19,31.490196,-109.598039,0.5089,"[618.2176513671875, 401.8885803222656, 650.7059936523438, 473.6527404785156]"
data\raw\images\eccv_18_all_images_sm\5a27dac1-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-11 04:48:09,31.490196,-109.598039,0.4161,"[610.8714599609375, 411.23785400390625, 651.7034912109375, 474.8880920410156]"
data\raw\images\eccv_18_all_images_sm\59751472-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-26 07:06:08,31.490196,-109.598039,0.6332,"[608.2606201171875, 417.59844970703125, 647.3394165039062, 474.870849609375]"
data\raw\images\eccv_18_all_images_sm\59cf4675-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-15 12:24:48,31.490196,-109.598039,0.7715,"[941.5125732421875, 406.56903076171875, 1021.6402587890625, 502.4268493652344]"
data\raw\images\eccv_18_all_images_sm\598179a7-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-07-04 02:19:17,31.490196,-109.598039,0.8601,"[0.12608642876148224, 383.17352294921875, 126.63665771484375, 463.3326110839844]"
data\raw\images\eccv_18_all_images_sm\5998ce59-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-16 15:50:19,31.490196,-109.598039,0.8665,"[882.5436401367188, 505.5404357910156, 1022.30615234375, 625.8934326171875]"
data\raw\images\eccv_18_all_images_sm\59f946b0-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-06-26 12:51:45,31.490196,-109.598039,0.8602,"[63.0305290222168, 510.5938415527344, 154.4993438720703, 613.802734375]"
data\raw\images\eccv_18_all_images_sm\59a6296c-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-19 21:21:45,31.490196,-109.598039,0.8542,"[118.30317687988281, 361.3465270996094, 260.5989990234375, 472.5166931152344]"
data\raw\images\eccv_18_all_images_sm\596d62ca-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-15 12:24:47,31.490196,-109.598039,0.8275,"[856.3502807617188, 409.8753356933594, 1014.8209838867188, 513.491943359375]"
data\raw\images\eccv_18_all_images_sm\5a02fc4e-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-06-18 12:50:48,31.490196,-109.598039,0.7131,"[27.938396453857422, 533.0042114257812, 203.2791290283203, 614.4495849609375]"
data\raw\images\eccv_18_all_images_sm\5a23106a-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-06-17 12:34:53,31.490196,-109.598039,0.844,"[777.1714477539062, 401.38568115234375, 923.2830810546875, 501.9964294433594]"
data\raw\images\eccv_18_all_images_sm\59bca62f-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-19 20:36:34,31.490196,-109.598039,0.8668,"[642.8635864257812, 434.32415771484375, 767.9509887695312, 548.5922241210938]"
data\raw\images\eccv_18_all_images_sm\597cd548-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-25 14:32:12,31.490196,-109.598039,0.7155,"[0.10565795749425888, 487.9252014160156, 69.09469604492188, 616.9788208007812]"
data\raw\images\eccv_18_all_images_sm\5a17e01c-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-15 21:28:27,31.490196,-109.598039,0.85,"[322.6243591308594, 542.939453125, 476.1712951660156, 648.9342041015625]"
data\raw\images\eccv_18_all_images_sm\5984978a-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-26 08:12:26,31.490196,-109.598039,0.6982,"[608.3895263671875, 417.68701171875, 647.3643188476562, 476.136474609375]"
data\raw\images\eccv_18_all_images_sm\59dc264c-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-07-04 02:19:16,31.490196,-109.598039,0.8158,"[54.4593620300293, 381.4344177246094, 197.5399627685547, 451.45343017578125]"
data\raw\images\eccv_18_all_images_sm\5a0c9b72-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-10 21:38:18,31.490196,-109.598039,0.8467,"[326.2294921875, 344.61083984375, 464.33203125, 431.5675354003906]"
data\raw\images\eccv_18_all_images_sm\5a296414-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-17 14:37:16,31.490196,-109.598039,0.887,"[668.0944213867188, 409.936767578125, 818.3851928710938, 512.7216796875]"
data\raw\images\eccv_18_all_images_sm\59b12fb7-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-14 22:57:08,31.490196,-109.598039,0.8676,"[405.6690673828125, 513.79736328125, 562.2090454101562, 602.99365234375]"
data\raw\images\eccv_18_all_images_sm\59d27c29-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-07-22 23:33:35,31.490196,-109.598039,0.8492,"[805.72412109375, 564.8118896484375, 1011.4308471679688, 693.0934448242188]"
data\raw\images\eccv_18_all_images_sm\599be90b-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-15 21:28:28,31.490196,-109.598039,0.8391,"[438.74237060546875, 527.3339233398438, 607.2406005859375, 620.0413208007812]"
data\raw\images\eccv_18_all_images_sm\596a4e08-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-07-14 22:13:17,31.490196,-109.598039,0.793,"[219.41683959960938, 473.8251953125, 446.6268615722656, 604.75390625]"
data\raw\images\eccv_18_all_images_sm\5987b2c9-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-14 05:38:08,31.490196,-109.598039,0.782,"[131.53700256347656, 477.851318359375, 325.94427490234375, 597.0939331054688]"
data\raw\images\eccv_18_all_images_sm\596bdb2a-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-10 12:52:47,31.490196,-109.598039,0.8019,"[277.697021484375, 537.5880737304688, 466.79949951171875, 630.8792724609375]"
data\raw\images\eccv_18_all_images_sm\59ddbff0-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-10 21:38:19,31.490196,-109.598039,0.832,"[286.09613037109375, 341.9915466308594, 417.01324462890625, 420.7223205566406]"
data\raw\images\eccv_18_all_images_sm\5984967b-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-14 22:57:03,31.490196,-109.598039,0.8312,"[125.49580383300781, 521.7052001953125, 280.2227478027344, 607.3851318359375]"
data\raw\images\eccv_18_all_images_sm\59d5b7bd-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-16 14:48:08,31.490196,-109.598039,0.8683,"[529.593505859375, 485.0462951660156, 762.8175048828125, 609.7095947265625]"
data\raw\images\eccv_18_all_images_sm\598622ca-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-07-24 01:41:32,31.490196,-109.598039,0.8261,"[642.985107421875, 507.3302307128906, 780.0165405273438, 620.4967041015625]"
data\raw\images\eccv_18_all_images_sm\5a0c9b8a-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-25 14:53:57,31.490196,-109.598039,0.903,"[570.8927612304688, 550.1614990234375, 854.8251953125, 720.470703125]"
data\raw\images\eccv_18_all_images_sm\5a2c8632-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-28 11:24:18,31.490196,-109.598039,0.8898,"[659.3878784179688, 474.3619689941406, 878.3255004882812, 598.2316284179688]"
data\raw\images\eccv_18_all_images_sm\59b4850b-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-06-19 03:03:09,31.490196,-109.598039,0.8157,"[253.4893341064453, 412.6357421875, 366.13055419921875, 480.29705810546875]"
data\raw\images\eccv_18_all_images_sm\59bca4d5-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-17 02:55:26,31.490196,-109.598039,0.3093,"[614.4666137695312, 391.86529541015625, 654.7164916992188, 482.240234375]"
data\raw\images\eccv_18_all_images_sm\5a1e4fd5-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-23 05:54:05,31.490196,-109.598039,0.8069,"[422.4082946777344, 363.08270263671875, 505.004638671875, 442.05218505859375]"
data\raw\images\eccv_18_all_images_sm\5a1e505b-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-07-14 22:13:16,31.490196,-109.598039,0.8558,"[485.228759765625, 486.56170654296875, 684.921630859375, 632.9385986328125]"
data\raw\images\eccv_18_all_images_sm\5a116b01-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-17 02:55:24,31.490196,-109.598039,0.6669,"[879.3875732421875, 416.87176513671875, 1007.8059692382812, 517.2266845703125]"
data\raw\images\eccv_18_all_images_sm\5a1979ab-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-14 10:13:43,31.490196,-109.598039,0.8781,"[874.20703125, 419.2185974121094, 1016.109375, 521.8204956054688]"
data\raw\images\eccv_18_all_images_sm\5a096b22-23d2-11e8-a6a3-ec086b02610b.jpg,coyote,2011-07-08 10:30:40,31.490196,-109.598039,0.8859,"[4.368737697601318, 408.8373107910156, 253.3837127685547, 545.4763793945312]"
data\raw\images\eccv_18_all_images_sm\59c31981-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-06-18 12:50:49,31.490196,-109.598039,0.8067,"[149.10269165039062, 516.3001708984375, 323.22076416015625, 601.6920166015625]"
data\raw\images\eccv_18_all_images_sm\59b483d0-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-19 20:36:32,31.490196,-109.598039,0.8592,"[825.2103271484375, 409.851806640625, 973.81396484375, 509.697265625]"
data\raw\images\eccv_18_all_images_sm\5a296389-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-07-17 01:53:14,31.490196,-109.598039,0.8952,"[297.3874206542969, 552.268310546875, 528.3524169921875, 716.0491943359375]"
data\raw\images\eccv_18_all_images_sm\59fae745-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-14 22:57:02,31.490196,-109.598039,0.8436,"[36.59505081176758, 522.5414428710938, 171.11819458007812, 617.9638061523438]"
data\raw\images\eccv_18_all_images_sm\5a0c9d9f-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-14 05:38:07,31.490196,-109.598039,0.8738,"[484.35491943359375, 427.9864196777344, 641.8843383789062, 535.9156494140625]"
data\raw\images\eccv_18_all_images_sm\59ccd30d-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-07-18 12:05:26,31.490196,-109.598039,0.837,"[88.99577331542969, 536.216796875, 241.58071899414062, 631.2759399414062]"
data\raw\images\eccv_18_all_images_sm\5a230f83-23d2-11e8-a6a3-ec086b02610b.jpg,skunk,2011-06-26 12:51:44,31.490196,-109.598039,0.8586,"[71.44136047363281, 506.77532958984375, 203.914306640625, 628.703369140625]"
data\raw\images\eccv_18_all_images_sm\5a14a5b1-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-24 11:47:50,31.490196,-109.598039,0.5427,"[615.0206298828125, 416.73809814453125, 646.9703369140625, 462.45458984375]"
data\raw\images\eccv_18_all_images_sm\59adfe63-23d2-11e8-a6a3-ec086b02610b.jpg,raccoon,2011-07-14 22:13:15,31.490196,-109.598039,0.7664,"[648.0435791015625, 526.4547119140625, 880.3278198242188, 676.1173095703125]"
data\raw\images\eccv_18_all_images_sm\5a1cb120-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-23 05:54:09,31.490196,-109.598039,0.4418,"[617.8865966796875, 425.2591247558594, 655.8369750976562, 473.1060485839844]"
data\raw\images\eccv_18_all_images_sm\5a1cafd7-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-07-25 14:53:55,31.490196,-109.598039,0.9098,"[154.4126739501953, 549.7985229492188, 419.537109375, 706.4873046875]"
data\raw\images\eccv_18_all_images_sm\59d8ec62-23d2-11e8-a6a3-ec086b02610b.jpg,bobcat,2011-06-11 05:56:33,31.490196,-109.598039,0.4081,"[13.329244613647461, 386.2118225097656, 96.24952697753906, 435.4930114746094]"
data\raw\images\eccv_18_all_images_sm\5a1b1362-23d2-11e8-a6a3-ec086b02610b.jpg,opossum,2011-06-07 22:28:19,31.490196,-109.598039,0.4019,"[176.2022247314453, 410.7744140625, 302.4106140136719, 488.3086853027344]"
